Transaction ID,Date,Amount,Latitude,Longitude,User ID,Status
92216243,2023-08-09,221.77129948947868,40.62394750587186,-73.75640420618858,513,Accepted
47625887,2023-08-22,125.52157332780946,40.6437566891713,-74.11682249643711,376,Accepted
48404204,2023-08-11,264.18529697905785,40.831909101444126,-73.97604318590902,823,Accepted
74298698,2023-08-09,150.12991939507924,40.85292701929964,-73.86566735771059,629,Accepted
30164758,2023-08-06,8.698528450400959,40.636499887822374,-73.74317372628369,74,Accepted
73463094,2023-08-22,420.04690188193183,40.89034105391916,-73.89253224359695,526,Accepted
86308857,2023-08-09,407.8706702507148,40.7262146900503,-73.9944716257848,69,Accepted
11931899,2023-08-06,83.77613649717264,40.84953804618691,-73.86876518208774,839,Accepted
40639739,2023-08-13,6.325150161530682,40.8677462505268,-73.94375207780864,586,Accepted
94085137,2023-08-12,93.11870480082501,40.657971780365365,-73.978666921533,616,Accepted
58859900,2023-08-31,292.77693808653066,40.607989502573766,-73.79484719357289,454,Accepted
32561660,2023-08-10,333.6009477150729,40.59144887737649,-73.96053772529514,335,Accepted
33506810,2023-08-14,149.24994205163597,40.67837847321339,-73.96599887239641,548,Accepted
73070771,2023-08-04,433.5099216858063,40.80583607397392,-73.95037557678134,801,Accepted
91198009,2023-08-31,175.37807276953882,40.73761729152387,-73.93412882081773,568,Accepted
88689480,2023-08-19,270.1046597472957,40.610430021777404,-74.13454809062931,801,Accepted
68596823,2023-08-04,204.07797725721036,40.88537945627331,-73.78154525813711,192,Declined
41260037,2023-08-29,38.27837479565081,40.70745783273639,-73.97255853902163,272,Accepted
11735208,2023-08-09,89.64135975434417,40.72577000453221,-73.94713454814053,286,Accepted
29326990,2023-08-12,186.22818728678632,40.86079326076517,-74.01070780611825,595,Accepted
21391120,2023-08-02,132.43506629730683,40.80272543602918,-73.83770401079043,370,Accepted
64177652,2023-08-15,254.22202486836613,40.77395341915559,-73.98687328425348,846,Accepted
54070308,2023-08-20,449.9184835543996,40.80606370103734,-73.95348528863221,394,Accepted
88652004,2023-08-03,53.142707419882115,40.790152288809956,-73.95428909278925,676,Accepted
16952705,2023-08-18,321.1371697462602,40.59119260383614,-73.86809052906457,588,Accepted
91981153,2023-08-31,268.50118316196716,40.76570194890605,-74.01168342955098,251,Accepted
84137295,2023-08-16,166.9950257635363,40.72584307691829,-73.94925703877986,665,Accepted
41109540,2023-08-27,431.52907935097,40.78918507568093,-73.8756336183513,186,Accepted
32691251,2023-08-26,35.382753872967314,40.66208392586981,-73.80911925063812,663,Declined
93374090,2023-08-08,424.20541257955347,40.54604205498397,-74.05854938221152,646,Accepted
12786856,2023-08-14,249.32349076667853,40.79252754264045,-73.97499772754695,45,Accepted
39085646,2023-08-19,270.38069473590326,40.644386735108775,-73.70381865290564,418,Accepted
16797115,2023-08-26,247.41707505929637,40.68932074344287,-73.88503975417886,461,Accepted
34022192,2023-08-05,472.20617438865565,40.87372507191779,-73.93857740255635,413,Accepted
27560407,2023-08-28,210.14724222889862,40.84266026969439,-73.93837189437104,112,Accepted
62863157,2023-08-29,138.15757904360657,40.88690077684369,-73.7996776438239,552,Declined
88444750,2023-08-28,153.75449251644122,40.582575290286876,-73.99771086244029,548,Accepted
11042377,2023-08-07,82.49663150930019,40.52223136217155,-74.20735374975631,37,Accepted
94345521,2023-08-26,99.27011096097672,40.665587368388515,-73.89934918516614,70,Accepted
73718960,2023-08-16,71.0133327269136,40.80351724642587,-73.95943306221167,482,Accepted
13137287,2023-08-18,148.1945768801085,40.66852285960469,-73.76047558589299,417,Accepted
85251884,2023-08-20,332.80256667732584,40.618636777411844,-73.92209268407395,537,Accepted
87957221,2023-08-24,147.23006848194723,40.690275510265984,-73.76469743516313,596,Accepted
51671262,2023-08-02,309.333534859908,40.58084499344061,-73.90862906542343,518,Accepted
40100192,2023-08-27,461.26948700072404,40.69337825703227,-74.02324805268596,715,Accepted
85724267,2023-08-20,278.5316668776469,40.54842870261117,-74.0649052886858,43,Accepted
53810467,2023-08-02,88.94684932253433,40.69798844066238,-73.9699853364892,842,Accepted
99456739,2023-08-27,139.4681199650422,40.78257895833661,-73.97466534238089,585,Accepted
48045367,2023-08-03,479.50763812771925,40.80715036205811,-73.95765979342413,519,Accepted
17128084,2023-08-28,376.45138182998255,40.57402869840724,-73.9619910798643,547,Accepted
26712611,2023-08-03,42.96995939605205,40.70629529100066,-73.905774580448,835,Accepted
89203933,2023-08-23,149.78106861267042,40.69331716435224,-73.82724278775295,848,Accepted
74176306,2023-08-16,227.8535362184833,40.858506361345704,-74.0152997412435,144,Accepted
45633723,2023-08-22,425.21818623735527,40.75191795656176,-73.96472096941365,186,Accepted
13461631,2023-08-15,262.89083668353936,40.70668352119983,-73.90644720064721,844,Accepted
43206891,2023-08-19,209.13478215941635,40.55154665622882,-74.20696679263189,817,Accepted
64559176,2023-08-21,114.34889315906015,40.71232090049583,-73.84890919146326,157,Accepted
72834438,2023-08-26,255.20914264303116,40.85292319722921,-73.92833326008981,627,Accepted
34775644,2023-08-02,160.6893941127728,40.85671013144578,-73.89190297760148,207,Accepted
84528568,2023-08-13,391.4476516102986,40.83106501293064,-73.94412006365924,717,Accepted
50890962,2023-08-21,262.20766105788846,40.69304019213138,-73.83189794990383,463,Accepted
52604030,2023-08-30,432.9972150361251,40.81131206944432,-73.92471613790518,610,Accepted
51410401,2023-08-16,449.049701778556,40.72275761246063,-73.99286041001429,640,Accepted
29173433,2023-08-24,38.554062440308236,40.605182688193175,-73.91849565449392,84,Accepted
58156547,2023-08-15,214.73464496045904,40.85443964774157,-74.00697295190879,688,Accepted
26879613,2023-08-03,303.0041396606977,40.613939854567946,-73.9456900500044,30,Accepted
87289476,2023-08-20,304.312036704427,40.55096501219551,-73.80590269194904,660,Accepted
71389023,2023-08-08,443.0998057952368,40.55694434615653,-73.8551140655064,369,Accepted
76794161,2023-08-09,211.39876498787075,40.875262505802645,-73.97852396249412,664,Declined
59713242,2023-08-23,370.35403728179205,40.53125088677266,-74.06066116122057,778,Declined
99218762,2023-08-06,65.45935954395502,40.60045949703762,-73.74414334942477,714,Accepted
48646299,2023-08-10,155.56591090767705,40.8068415966312,-73.91559271400348,420,Accepted
53683826,2023-08-14,344.7189491753891,40.80621063003586,-73.90822294828678,498,Accepted
30282564,2023-08-16,82.10247540384157,40.75129754693626,-73.97643468004907,257,Accepted
57179375,2023-08-24,303.71856662785524,40.59833764585276,-73.93007618231414,595,Accepted
40339868,2023-08-10,270.6973320210248,40.889916007310916,-73.77421617261565,58,Accepted
15132897,2023-08-30,379.7350980720267,40.59165086990715,-74.23769834371673,418,Accepted
88810486,2023-08-11,102.67654875062843,40.86261559994887,-73.93231317353398,12,Accepted
19495415,2023-08-26,353.68404548200374,40.70313803889487,-73.94100706768359,367,Accepted
94601950,2023-08-09,370.71856652660966,40.89026739310762,-73.90009949660505,712,Accepted
74252621,2023-08-27,241.71759899342237,40.532665430951816,-73.73886898748385,697,Declined
41377668,2023-08-08,217.20219165063452,40.69491595185665,-73.72349709604235,639,Accepted
21593799,2023-08-03,112.74310751158053,40.87531616486575,-74.00185613711713,179,Accepted
68043491,2023-08-17,102.34017813965464,40.725244525350966,-73.86012572184093,232,Accepted
40880365,2023-08-30,489.86529570132126,40.824452911559355,-74.02020768744903,615,Accepted
55061009,2023-08-18,90.4848596467494,40.787249895142985,-74.00784000414397,640,Accepted
69085187,2023-08-02,38.82650683222955,40.79069816319129,-73.98775515083139,333,Accepted
88910655,2023-08-29,487.51969406368147,40.78158022841607,-73.99449816640025,437,Accepted
65520692,2023-08-15,252.43766587442576,40.811160302096084,-73.94920745728994,10,Accepted
